credit_id,client_id,amount,duration,status,collateral_type,collateral_value,collateral_ratio,name,age,job,city,is_legal,base_pd,lgd,reserves_for_bank
CR_655,571,1000.0,24,Closed,Nothing,0.0,0.0,Client_571,70,Driver,Munich,True,0.12,0.8,96.0
CR_656,501,50000.0,24,Active,Real Estate,63801.94,127.60388,Client_501,29,Security,Dunningen,True,0.09,0.2,899.9999999999999
CR_657,774,5000.0,24,Default,Car,0.0,0.0,Client_774,73,Police worker,Sulgen,True,0.04,0.4,80.0
CR_658,316,5000.0,60,Closed,Deposit,6415.89,128.3178,Client_316,19,Student,Rottweil,True,0.25,0.2,250.0
CR_659,619,500.0,6,Closed,Car,389.61,77.922,Client_619,65,Manager,Offenburg,True,0.05,0.4,10.000000000000002
CR_660,26,1000.0,24,Active,Deposit,1368.91,136.89100000000002,Client_26,62,Sportsman,Tuttlingen,True,0.08,0.2,16.0
CR_661,320,1000.0,6,Active,Deposit,643.92,64.392,Client_320,36,Brewer,Berlin,True,0.04,0.2,8.0
CR_662,465,25000.0,6,Default,Car,37362.82,149.45128,Client_465,17,Manager,Frankfurt,False,0.06,0.4,600.0
CR_663,682,50000.0,12,Default,Deposit,37984.24,75.96848,Client_682,72,Pensioner,Munich,True,0.08,0.2,800.0
CR_664,203,10000.0,60,Default,Nothing,0.0,0.0,Client_203,52,Engineer,Vs,True,0.03,0.8,240.0
CR_665,309,500.0,24,Active,Car,509.46,101.892,Client_309,43,Police worker,Munich,True,0.04,0.4,8.0
CR_666,695,50000.0,12,Active,Nothing,0.0,0.0,Client_695,21,Seller,Munich,True,0.06,0.8,2400.0
CR_667,299,50000.0,60,Closed,Nothing,0.0,0.0,Client_299,34,Police worker,Sulgen,True,0.04,0.8,1600.0
CR_668,879,5000.0,24,Active,Deposit,0.0,0.0,Client_879,49,Seller,Berlin,True,0.06,0.2,60.0
CR_669,827,5000.0,12,Default,Nothing,0.0,0.0,Client_827,22,Security,Dunningen,True,0.09,0.8,360.0
CR_670,311,5000.0,36,Closed,Car,0.0,0.0,Client_311,60,Student,Frankfurt,True,0.25,0.4,500.0
CR_671,546,25000.0,24,Active,Deposit,25213.82,100.85528,Client_546,56,Manager,Baden-Baden,True,0.05,0.2,250.00000000000006
CR_672,934,10000.0,24,Active,Car,11283.07,112.8307,Client_934,50,Director,Munich,True,0.01,0.4,40.0
CR_673,805,1000.0,36,Default,Nothing,0.0,0.0,Client_805,74,Engineer,Rottweil,True,0.03,0.8,24.0
CR_674,186,50000.0,60,Default,Real Estate,42743.69,85.48738,Client_186,62,Director,Baden-Baden,True,0.01,0.2,100.0
CR_675,930,1000.0,12,Closed,Real Estate,1404.89,140.48900000000003,Client_930,75,Director,Stuttgart,True,0.01,0.2,2.0
CR_676,131,5000.0,36,Default,Real Estate,0.0,0.0,Client_131,72,Unemployed,Rottweil,True,0.3,0.2,300.0
CR_677,964,5000.0,36,Default,Deposit,0.0,0.0,Client_964,32,Security,Offenburg,True,0.09,0.2,90.0
CR_678,592,5000.0,24,Default,Real Estate,5688.59,113.7718,Client_592,53,Student,Frankfurt,True,0.25,0.2,250.0
CR_679,874,500.0,36,Default,Nothing,0.0,0.0,Client_874,33,Brewer,Offenburg,True,0.04,0.8,16.0
CR_680,890,25000.0,24,Active,Real Estate,29109.86,116.43944,Client_890,75,Engineer,Schramberg,True,0.03,0.2,150.0
CR_681,518,5000.0,6,Closed,Nothing,0.0,0.0,Client_518,30,Police worker,Vs,True,0.04,0.8,160.0
CR_682,835,5000.0,36,Active,Nothing,0.0,0.0,Client_835,74,Seller,Hardt,True,0.06,0.8,240.0
CR_683,551,50000.0,24,Closed,Deposit,41978.54,83.95708,Client_551,44,Security,Tuttlingen,True,0.09,0.2,899.9999999999999
CR_684,260,50000.0,36,Closed,Car,66568.8,133.13760000000002,Client_260,62,Engineer,Bratslaw,True,0.03,0.4,600.0
CR_685,736,5000.0,36,Active,Real Estate,0.0,0.0,Client_736,44,Security,Hamburg,True,0.09,0.2,90.0
CR_686,191,50000.0,12,Default,Car,62866.27,125.73254,Client_191,57,Teacher,Hamburg,True,0.02,0.4,400.0
CR_687,444,5000.0,36,Active,Car,0.0,0.0,Client_444,24,Seller,Rottweil,True,0.06,0.4,120.0
CR_688,271,5000.0,36,Active,Car,7195.12,143.9024,Client_271,64,Police worker,Sulgen,True,0.04,0.4,80.0
CR_689,963,10000.0,36,Default,Real Estate,7799.07,77.9907,Client_963,55,Brewer,Vs,True,0.04,0.2,80.0
CR_690,464,25000.0,12,Active,Car,30432.78,121.73112,Client_464,17,Engineer,Frankfurt,False,0.036,0.4,360.0
CR_691,531,10000.0,36,Default,Real Estate,10028.12,100.2812,Client_531,41,Unemployed,Frankfurt,True,0.3,0.2,600.0
CR_692,57,50000.0,36,Active,Car,70052.79,140.10558,Client_57,70,Security,Munich,True,0.09,0.4,1799.9999999999998
CR_693,636,10000.0,60,Closed,Car,5862.16,58.6216,Client_636,61,Unemployed,Schramberg,True,0.3,0.4,1200.0
CR_694,29,5000.0,60,Active,Deposit,6009.43,120.1886,Client_29,32,IT Specialist,Offenburg,True,0.02,0.2,20.0
CR_695,881,5000.0,36,Closed,Real Estate,0.0,0.0,Client_881,23,Engineer,Dunningen,True,0.03,0.2,30.0
CR_696,322,5000.0,12,Active,Nothing,0.0,0.0,Client_322,63,Student,Bratslaw,True,0.25,0.8,1000.0
CR_697,877,5000.0,6,Default,Car,0.0,0.0,Client_877,49,Unemployed,Stuttgart,True,0.3,0.4,600.0
CR_698,805,25000.0,6,Default,Nothing,0.0,0.0,Client_805,74,Engineer,Rottweil,True,0.03,0.8,600.0
CR_699,938,50000.0,24,Default,Car,35739.43,71.47886,Client_938,28,Driver,Frankfurt,True,0.12,0.4,2400.0
CR_700,897,25000.0,6,Active,Car,32691.66,130.76664,Client_897,22,Unemployed,Frankfurt,True,0.3,0.4,3000.0
CR_701,922,5000.0,36,Closed,Nothing,0.0,0.0,Client_922,22,Manager,Dunningen,True,0.05,0.8,200.00000000000003
CR_702,610,5000.0,12,Default,Deposit,6474.07,129.48139999999998,Client_610,67,Security,Frankfurt,True,0.09,0.2,90.0
CR_703,58,500.0,24,Default,Deposit,582.39,116.478,Client_58,68,Director,Offenburg,True,0.01,0.2,1.0
CR_704,681,25000.0,24,Closed,Real Estate,33207.55,132.83020000000002,Client_681,24,Police worker,Rottweil,True,0.04,0.2,200.0
CR_705,726,500.0,24,Closed,Nothing,0.0,0.0,Client_726,18,Sportsman,Hamburg,True,0.08,0.8,32.0
CR_706,974,5000.0,12,Active,Nothing,0.0,0.0,Client_974,17,Security,Stuttgart,False,0.108,0.8,432.0
CR_707,220,500.0,24,Closed,Deposit,746.62,149.32399999999998,Client_220,75,Police worker,Rottweil,True,0.04,0.2,4.0
CR_708,737,5000.0,6,Default,Car,0.0,0.0,Client_737,69,Manager,Vs,True,0.05,0.4,100.00000000000001
CR_709,938,50000.0,36,Closed,Real Estate,30465.06,60.93012,Client_938,28,Driver,Frankfurt,True,0.12,0.2,1200.0
CR_710,724,1000.0,24,Active,Deposit,1026.52,102.652,Client_724,49,Student,Vs,True,0.25,0.2,50.0
CR_711,491,5000.0,6,Default,Car,2930.42,58.6084,Client_491,49,Teacher,Frankfurt,True,0.02,0.4,40.0
CR_712,896,5000.0,24,Default,Deposit,0.0,0.0,Client_896,18,IT Specialist,Bratslaw,True,0.02,0.2,20.0
CR_713,143,1000.0,6,Closed,Nothing,0.0,0.0,Client_143,53,Student,Tuttlingen,True,0.25,0.8,200.0
CR_714,354,10000.0,6,Default,Car,5191.43,51.9143,Client_354,56,Driver,Munich,True,0.12,0.4,480.0
CR_715,338,10000.0,36,Active,Nothing,0.0,0.0,Client_338,61,Engineer,Baden-Baden,True,0.03,0.8,240.0
CR_716,267,1000.0,6,Active,Nothing,0.0,0.0,Client_267,64,Police worker,Offenburg,True,0.04,0.8,32.0
CR_717,339,50000.0,6,Default,Deposit,27920.68,55.84136,Client_339,66,Teacher,Frankfurt,True,0.02,0.2,200.0
CR_718,257,500.0,36,Closed,Car,698.43,139.686,Client_257,60,Unemployed,Baden-Baden,True,0.3,0.4,60.0
CR_719,567,5000.0,24,Active,Nothing,0.0,0.0,Client_567,44,Student,Tuttlingen,True,0.25,0.8,1000.0
CR_720,599,1000.0,36,Active,Deposit,1404.53,140.453,Client_599,28,Student,Rottweil,True,0.25,0.2,50.0
CR_721,38,5000.0,36,Closed,Car,0.0,0.0,Client_38,71,Security,Bratslaw,True,0.09,0.4,180.0
CR_722,116,50000.0,12,Active,Deposit,40241.52,80.48303999999999,Client_116,64,Pensioner,Munich,True,0.08,0.2,800.0
CR_723,618,1000.0,6,Closed,Nothing,0.0,0.0,Client_618,42,Brewer,Frankfurt,True,0.04,0.8,32.0
CR_724,246,5000.0,6,Default,Nothing,0.0,0.0,Client_246,28,Sportsman,Dunningen,True,0.08,0.8,320.0
CR_725,791,25000.0,36,Active,Car,31000.67,124.00267999999998,Client_791,40,Driver,Munich,True,0.12,0.4,1200.0
CR_726,691,1000.0,60,Active,Nothing,0.0,0.0,Client_691,44,Student,Hardt,True,0.25,0.8,200.0
CR_727,50,25000.0,36,Closed,Deposit,37257.03,149.02811999999997,Client_50,19,IT Specialist,Hamburg,True,0.02,0.2,100.0
CR_728,835,5000.0,36,Active,Car,0.0,0.0,Client_835,74,Seller,Hardt,True,0.06,0.4,120.0
CR_729,60,25000.0,36,Closed,Deposit,27034.21,108.13684,Client_60,69,Director,Tuttlingen,True,0.01,0.2,50.0
CR_730,515,500.0,36,Active,Nothing,0.0,0.0,Client_515,59,Police worker,Munich,True,0.04,0.8,16.0
CR_731,286,50000.0,60,Default,Car,48425.56,96.85112,Client_286,33,Driver,Hardt,True,0.12,0.4,2400.0
CR_732,759,25000.0,6,Closed,Nothing,0.0,0.0,Client_759,44,Manager,Sulgen,True,0.05,0.8,1000.0000000000002
CR_733,768,5000.0,60,Closed,Nothing,0.0,0.0,Client_768,44,Driver,Hamburg,True,0.12,0.8,480.0
CR_734,121,500.0,6,Active,Nothing,0.0,0.0,Client_121,66,Manager,Sulgen,True,0.05,0.8,20.000000000000004
CR_735,699,500.0,60,Closed,Nothing,0.0,0.0,Client_699,31,Manager,Frankfurt,True,0.05,0.8,20.000000000000004
CR_736,689,10000.0,6,Closed,Car,10283.8,102.83799999999998,Client_689,21,Manager,Schramberg,True,0.05,0.4,200.00000000000003
CR_737,503,1000.0,36,Default,Deposit,856.85,85.685,Client_503,54,Student,Berlin,True,0.25,0.2,50.0
CR_738,787,5000.0,24,Closed,Real Estate,5334.43,106.6886,Client_787,35,Seller,Hardt,True,0.06,0.2,60.0
CR_739,679,500.0,60,Closed,Car,533.89,106.778,Client_679,28,Student,Baden-Baden,True,0.25,0.4,50.0
CR_740,513,25000.0,12,Default,Deposit,26361.01,105.44404,Client_513,67,Police worker,Hamburg,True,0.04,0.2,200.0
CR_741,570,500.0,12,Default,Nothing,0.0,0.0,Client_570,25,Pensioner,Munich,True,0.08,0.8,32.0
CR_742,330,50000.0,60,Active,Nothing,0.0,0.0,Client_330,50,Sportsman,Dunningen,True,0.08,0.8,3200.0
CR_743,165,10000.0,6,Active,Deposit,10412.17,104.1217,Client_165,60,Seller,Rottweil,True,0.06,0.2,120.0
CR_744,105,500.0,60,Default,Car,278.2,55.64,Client_105,53,Security,Frankfurt,True,0.09,0.4,18.0
CR_745,661,5000.0,12,Closed,Deposit,6882.14,137.6428,Client_661,75,Security,Hardt,True,0.09,0.2,90.0
CR_746,759,5000.0,12,Default,Deposit,0.0,0.0,Client_759,44,Manager,Sulgen,True,0.05,0.2,50.00000000000001
CR_747,321,5000.0,12,Active,Deposit,0.0,0.0,Client_321,51,Director,Stuttgart,True,0.01,0.2,10.0
CR_748,417,1000.0,24,Closed,Nothing,0.0,0.0,Client_417,41,Security,Sulgen,True,0.09,0.8,72.0
CR_749,817,50000.0,6,Closed,Car,29428.88,58.857760000000006,Client_817,64,Security,Hardt,True,0.09,0.4,1799.9999999999998
CR_750,278,25000.0,24,Active,Real Estate,25503.69,102.01476,Client_278,51,Manager,Rottweil,True,0.05,0.2,250.00000000000006
CR_751,914,5000.0,60,Closed,Real Estate,3023.95,60.47899999999999,Client_914,25,Student,Hardt,True,0.25,0.2,250.0
CR_752,88,1000.0,12,Closed,Deposit,1094.85,109.485,Client_88,37,Security,Offenburg,True,0.09,0.2,18.0
CR_753,310,5000.0,24,Default,Deposit,0.0,0.0,Client_310,49,Sportsman,Frankfurt,True,0.08,0.2,80.0
CR_754,309,50000.0,24,Active,Real Estate,51980.06,103.96012,Client_309,43,Police worker,Munich,True,0.04,0.2,400.0
CR_755,364,500.0,24,Closed,Car,545.97,109.19400000000002,Client_364,58,Brewer,Hardt,True,0.04,0.4,8.0
CR_756,430,5000.0,12,Closed,Car,0.0,0.0,Client_430,70,Security,Rottweil,True,0.09,0.4,180.0
CR_757,620,10000.0,60,Closed,Deposit,12024.49,120.2449,Client_620,21,Director,Rottweil,True,0.01,0.2,20.0
CR_758,684,1000.0,36,Closed,Car,515.33,51.53300000000001,Client_684,72,Driver,Berlin,True,0.12,0.4,48.0
CR_759,436,5000.0,6,Default,Deposit,2783.45,55.669,Client_436,38,Unemployed,Tuttlingen,True,0.3,0.2,300.0
CR_760,701,1000.0,60,Closed,Real Estate,940.0,94.0,Client_701,48,Unemployed,Tuttlingen,True,0.3,0.2,60.0
CR_761,135,25000.0,12,Default,Nothing,0.0,0.0,Client_135,27,Engineer,Dunningen,True,0.03,0.8,600.0
CR_762,514,1000.0,12,Active,Real Estate,1334.41,133.441,Client_514,32,Seller,Hamburg,True,0.06,0.2,12.0
CR_763,956,10000.0,24,Default,Real Estate,11310.73,113.1073,Client_956,64,Manager,Baden-Baden,True,0.05,0.2,100.00000000000001
CR_764,186,1000.0,36,Active,Real Estate,1430.97,143.097,Client_186,62,Director,Baden-Baden,True,0.01,0.2,2.0
CR_765,545,500.0,36,Active,Real Estate,265.74,53.148,Client_545,59,Driver,Dunningen,True,0.12,0.2,12.0
CR_766,491,5000.0,24,Default,Nothing,0.0,0.0,Client_491,49,Teacher,Frankfurt,True,0.02,0.8,80.0
CR_767,620,25000.0,24,Default,Real Estate,26182.26,104.72903999999998,Client_620,21,Director,Rottweil,True,0.01,0.2,50.0
CR_768,572,1000.0,24,Active,Car,1478.96,147.89600000000002,Client_572,49,Sportsman,Hardt,True,0.08,0.4,32.0
CR_769,939,1000.0,12,Active,Nothing,0.0,0.0,Client_939,64,Unemployed,Berlin,True,0.3,0.8,240.0
CR_770,57,25000.0,60,Default,Real Estate,33822.12,135.28848,Client_57,70,Security,Munich,True,0.09,0.2,449.99999999999994
CR_771,613,1000.0,6,Closed,Nothing,0.0,0.0,Client_613,47,Director,Tuttlingen,True,0.01,0.8,8.0
CR_772,928,5000.0,24,Active,Real Estate,3888.35,77.767,Client_928,40,Student,Baden-Baden,True,0.25,0.2,250.0
CR_773,183,50000.0,36,Active,Real Estate,61693.37,123.38674,Client_183,16,Engineer,Frankfurt,False,0.036,0.2,360.0
CR_774,25,1000.0,12,Active,Real Estate,550.87,55.087,Client_25,61,Pensioner,Frankfurt,True,0.08,0.2,16.0
CR_775,981,500.0,60,Default,Real Estate,626.57,125.31400000000002,Client_981,53,Police worker,Bratslaw,True,0.04,0.2,4.0
CR_776,828,1000.0,24,Default,Nothing,0.0,0.0,Client_828,53,Sportsman,Frankfurt,True,0.08,0.8,64.0
CR_777,47,25000.0,12,Closed,Real Estate,24118.47,96.47388,Client_47,45,Unemployed,Frankfurt,True,0.3,0.2,1500.0
CR_778,966,5000.0,36,Active,Nothing,0.0,0.0,Client_966,69,Police worker,Sulgen,True,0.04,0.8,160.0
CR_779,925,50000.0,24,Closed,Nothing,0.0,0.0,Client_925,61,Unemployed,Hardt,True,0.3,0.8,12000.0
CR_780,876,500.0,60,Active,Nothing,0.0,0.0,Client_876,30,Brewer,Bratslaw,True,0.04,0.8,16.0
CR_781,325,5000.0,6,Closed,Deposit,0.0,0.0,Client_325,25,Student,Stuttgart,True,0.25,0.2,250.0
CR_782,536,1000.0,12,Closed,Car,766.21,76.62100000000001,Client_536,46,Police worker,Sulgen,True,0.04,0.4,16.0
CR_783,991,50000.0,60,Active,Nothing,0.0,0.0,Client_991,28,Student,Sulgen,True,0.25,0.8,10000.0
CR_784,962,5000.0,24,Default,Nothing,0.0,0.0,Client_962,56,Student,Bratslaw,True,0.25,0.8,1000.0
CR_785,710,5000.0,12,Default,Deposit,7168.84,143.3768,Client_710,36,Sportsman,Schramberg,True,0.08,0.2,80.0
CR_786,877,50000.0,6,Active,Nothing,0.0,0.0,Client_877,49,Unemployed,Stuttgart,True,0.3,0.8,12000.0
CR_787,874,500.0,36,Active,Deposit,285.54,57.108,Client_874,33,Brewer,Offenburg,True,0.04,0.2,4.0
CR_788,422,1000.0,12,Default,Real Estate,1222.92,122.292,Client_422,66,Manager,Hamburg,True,0.05,0.2,10.000000000000002
CR_789,702,1000.0,36,Active,Deposit,967.84,96.784,Client_702,23,Sportsman,Stuttgart,True,0.08,0.2,16.0
CR_790,46,500.0,12,Active,Real Estate,411.03,82.20599999999999,Client_46,30,Teacher,Dunningen,True,0.02,0.2,2.0
CR_791,129,5000.0,24,Default,Nothing,0.0,0.0,Client_129,43,Sportsman,Hamburg,True,0.08,0.8,320.0
CR_792,651,5000.0,60,Active,Nothing,0.0,0.0,Client_651,37,Driver,Baden-Baden,True,0.12,0.8,480.0
CR_793,932,25000.0,36,Active,Nothing,0.0,0.0,Client_932,48,Director,Bratslaw,True,0.01,0.8,200.0
CR_794,234,1000.0,24,Default,Car,752.3,75.22999999999999,Client_234,17,Student,Baden-Baden,False,0.3,0.4,120.0
CR_795,789,5000.0,60,Active,Real Estate,0.0,0.0,Client_789,49,Manager,Rottweil,True,0.05,0.2,50.00000000000001
CR_796,818,50000.0,36,Active,Real Estate,36166.12,72.33224,Client_818,69,Student,Hardt,True,0.25,0.2,2500.0
CR_797,637,25000.0,24,Default,Nothing,0.0,0.0,Client_637,72,Police worker,Rottweil,True,0.04,0.8,800.0
CR_798,951,10000.0,12,Closed,Real Estate,14003.88,140.0388,Client_951,22,Police worker,Offenburg,True,0.04,0.2,80.0
CR_799,499,5000.0,60,Active,Real Estate,7355.3,147.106,Client_499,35,Student,Bratslaw,True,0.25,0.2,250.0
CR_800,943,10000.0,60,Default,Nothing,0.0,0.0,Client_943,69,Unemployed,Hamburg,True,0.3,0.8,2400.0
CR_801,583,500.0,60,Active,Nothing,0.0,0.0,Client_583,63,IT Specialist,Offenburg,True,0.02,0.8,8.0
CR_802,998,1000.0,6,Active,Car,705.33,70.533,Client_998,57,Security,Dunningen,True,0.09,0.4,36.0
CR_803,621,50000.0,60,Active,Car,51892.95,103.78589999999998,Client_621,36,Director,Schramberg,True,0.01,0.4,200.0
CR_804,324,5000.0,12,Active,Car,2648.19,52.963800000000006,Client_324,51,Driver,Vs,True,0.12,0.4,240.0
CR_805,940,500.0,60,Default,Nothing,0.0,0.0,Client_940,42,Director,Munich,True,0.01,0.8,4.0
CR_806,207,5000.0,36,Closed,Car,0.0,0.0,Client_207,71,Pensioner,Offenburg,True,0.08,0.4,160.0
CR_807,578,50000.0,6,Active,Real Estate,30656.48,61.31296,Client_578,59,Engineer,Berlin,True,0.03,0.2,300.0
CR_808,239,5000.0,60,Closed,Car,0.0,0.0,Client_239,73,IT Specialist,Dunningen,True,0.02,0.4,40.0
CR_809,335,50000.0,6,Default,Car,28919.24,57.83848,Client_335,22,Engineer,Munich,True,0.03,0.4,600.0
CR_810,531,1000.0,60,Closed,Real Estate,1065.17,106.51700000000002,Client_531,41,Unemployed,Frankfurt,True,0.3,0.2,60.0
CR_811,828,5000.0,12,Active,Real Estate,0.0,0.0,Client_828,53,Sportsman,Frankfurt,True,0.08,0.2,80.0
CR_812,543,1000.0,36,Closed,Deposit,1472.12,147.212,Client_543,33,IT Specialist,Hardt,True,0.02,0.2,4.0
CR_813,637,1000.0,60,Default,Nothing,0.0,0.0,Client_637,72,Police worker,Rottweil,True,0.04,0.8,32.0
CR_814,698,500.0,6,Default,Nothing,0.0,0.0,Client_698,64,Unemployed,Sulgen,True,0.3,0.8,120.0
CR_815,589,10000.0,24,Default,Deposit,11676.89,116.7689,Client_589,30,Brewer,Dunningen,True,0.04,0.2,80.0
CR_816,449,500.0,12,Closed,Car,506.9,101.38,Client_449,34,Driver,Rottweil,True,0.12,0.4,24.0
CR_817,711,5000.0,36,Closed,Real Estate,0.0,0.0,Client_711,69,Student,Hardt,True,0.25,0.2,250.0
CR_818,643,1000.0,60,Closed,Deposit,1494.89,149.489,Client_643,63,Student,Schramberg,True,0.25,0.2,50.0
CR_819,41,500.0,24,Active,Deposit,601.45,120.29,Client_41,59,Unemployed,Bratslaw,True,0.3,0.2,30.0
CR_820,339,5000.0,36,Closed,Car,3564.67,71.2934,Client_339,66,Teacher,Frankfurt,True,0.02,0.4,40.0
CR_821,700,5000.0,12,Closed,Real Estate,6726.71,134.5342,Client_700,38,Manager,Rottweil,True,0.05,0.2,50.00000000000001
CR_822,298,10000.0,6,Active,Nothing,0.0,0.0,Client_298,46,Brewer,Schramberg,True,0.04,0.8,320.0
CR_823,380,5000.0,36,Closed,Real Estate,6428.54,128.57080000000002,Client_380,28,Pensioner,Baden-Baden,True,0.08,0.2,80.0
CR_824,706,500.0,12,Active,Real Estate,715.41,143.082,Client_706,71,Manager,Offenburg,True,0.05,0.2,5.000000000000001
CR_825,958,5000.0,6,Closed,Deposit,0.0,0.0,Client_958,69,Director,Sulgen,True,0.01,0.2,10.0
CR_826,271,25000.0,12,Default,Real Estate,16261.54,65.04616000000001,Client_271,64,Police worker,Sulgen,True,0.04,0.2,200.0
CR_827,909,5000.0,12,Closed,Car,0.0,0.0,Client_909,67,Teacher,Hamburg,True,0.02,0.4,40.0
CR_828,727,5000.0,24,Default,Deposit,0.0,0.0,Client_727,57,Brewer,Frankfurt,True,0.04,0.2,40.0
CR_829,457,1000.0,60,Active,Deposit,1232.66,123.266,Client_457,37,Brewer,Frankfurt,True,0.04,0.2,8.0
CR_830,725,1000.0,24,Closed,Car,687.98,68.798,Client_725,40,Unemployed,Dunningen,True,0.3,0.4,120.0
CR_831,8,5000.0,60,Closed,Car,6028.58,120.5716,Client_8,52,Driver,Sulgen,True,0.12,0.4,240.0
CR_832,142,5000.0,36,Closed,Deposit,4216.18,84.32360000000001,Client_142,46,Teacher,Dunningen,True,0.02,0.2,20.0
CR_833,168,500.0,60,Default,Nothing,0.0,0.0,Client_168,54,Manager,Bratslaw,True,0.05,0.8,20.000000000000004
CR_834,899,50000.0,36,Active,Nothing,0.0,0.0,Client_899,33,Manager,Tuttlingen,True,0.05,0.8,2000.0000000000005
CR_835,732,50000.0,24,Default,Car,56683.82,113.36764,Client_732,40,IT Specialist,Dunningen,True,0.02,0.4,400.0
CR_836,788,25000.0,6,Closed,Car,15608.85,62.4354,Client_788,16,Seller,Frankfurt,False,0.072,0.4,720.0
CR_837,696,25000.0,60,Default,Deposit,19820.66,79.28264,Client_696,16,Police worker,Bratslaw,False,0.048,0.2,240.00000000000003
CR_838,210,50000.0,12,Closed,Car,51259.66,102.51932,Client_210,22,Security,Bratslaw,True,0.09,0.4,1799.9999999999998
CR_839,389,5000.0,12,Active,Real Estate,6259.39,125.1878,Client_389,34,IT Specialist,Frankfurt,True,0.02,0.2,20.0
CR_840,967,50000.0,60,Default,Deposit,62559.37,125.11874,Client_967,30,Seller,Frankfurt,True,0.06,0.2,600.0
CR_841,801,5000.0,60,Default,Car,0.0,0.0,Client_801,17,Teacher,Frankfurt,False,0.024,0.4,48.00000000000001
CR_842,153,50000.0,60,Default,Car,56859.15,113.7183,Client_153,45,IT Specialist,Frankfurt,True,0.02,0.4,400.0
CR_843,772,1000.0,12,Default,Real Estate,1128.65,112.865,Client_772,19,Manager,Offenburg,True,0.05,0.2,10.000000000000002
CR_844,950,5000.0,6,Closed,Nothing,0.0,0.0,Client_950,36,Teacher,Rottweil,True,0.02,0.8,80.0
CR_845,310,500.0,24,Active,Real Estate,496.6,99.32,Client_310,49,Sportsman,Frankfurt,True,0.08,0.2,8.0
CR_846,15,50000.0,60,Default,Deposit,40337.45,80.6749,Client_15,21,Security,Berlin,True,0.09,0.2,899.9999999999999
CR_847,730,50000.0,24,Closed,Real Estate,33677.65,67.3553,Client_730,34,Student,Frankfurt,True,0.25,0.2,2500.0
CR_848,415,1000.0,36,Closed,Deposit,628.08,62.80800000000001,Client_415,32,Seller,Dunningen,True,0.06,0.2,12.0
CR_849,161,10000.0,24,Default,Nothing,0.0,0.0,Client_161,16,Sportsman,Berlin,False,0.096,0.8,768.0000000000001
CR_850,247,50000.0,12,Active,Deposit,27753.61,55.50722,Client_247,68,Security,Sulgen,True,0.09,0.2,899.9999999999999
CR_851,767,5000.0,24,Default,Real Estate,5852.57,117.0514,Client_767,75,Seller,Tuttlingen,True,0.06,0.2,60.0
CR_852,537,1000.0,36,Closed,Deposit,1020.76,102.076,Client_537,44,Seller,Munich,True,0.06,0.2,12.0
CR_853,365,10000.0,36,Default,Deposit,6739.37,67.3937,Client_365,32,Student,Hamburg,True,0.25,0.2,500.0
CR_854,899,25000.0,36,Closed,Real Estate,24273.1,97.09239999999998,Client_899,33,Manager,Tuttlingen,True,0.05,0.2,250.00000000000006
CR_855,712,50000.0,36,Closed,Real Estate,70382.86,140.76572000000002,Client_712,42,Teacher,Munich,True,0.02,0.2,200.0
CR_856,204,5000.0,60,Default,Real Estate,4650.36,93.00719999999998,Client_204,29,Manager,Frankfurt,True,0.05,0.2,50.00000000000001
CR_857,404,500.0,36,Closed,Car,605.62,121.124,Client_404,49,IT Specialist,Frankfurt,True,0.02,0.4,4.0
CR_858,212,1000.0,24,Default,Nothing,0.0,0.0,Client_212,72,Pensioner,Frankfurt,True,0.08,0.8,64.0
CR_859,302,50000.0,24,Closed,Deposit,40984.74,81.96947999999999,Client_302,40,Sportsman,Hamburg,True,0.08,0.2,800.0
CR_860,474,50000.0,36,Active,Nothing,0.0,0.0,Client_474,74,Director,Sulgen,True,0.01,0.8,400.0
CR_861,439,1000.0,36,Active,Real Estate,594.67,59.46699999999999,Client_439,55,Seller,Hardt,True,0.06,0.2,12.0
CR_862,134,50000.0,6,Closed,Deposit,33028.49,66.05698,Client_134,16,Director,Tuttlingen,False,0.012,0.2,120.00000000000001
CR_863,991,1000.0,6,Active,Car,1059.31,105.931,Client_991,28,Student,Sulgen,True,0.25,0.4,100.0
CR_864,510,5000.0,36,Default,Real Estate,6300.08,126.0016,Client_510,48,Manager,Dunningen,True,0.05,0.2,50.00000000000001
CR_865,503,1000.0,6,Default,Deposit,1335.32,133.53199999999998,Client_503,54,Student,Berlin,True,0.25,0.2,50.0
CR_866,666,5000.0,60,Default,Car,0.0,0.0,Client_666,71,Driver,Frankfurt,True,0.12,0.4,240.0
CR_867,772,5000.0,6,Active,Nothing,0.0,0.0,Client_772,19,Manager,Offenburg,True,0.05,0.8,200.00000000000003
CR_868,67,50000.0,24,Default,Nothing,0.0,0.0,Client_67,65,Seller,Frankfurt,True,0.06,0.8,2400.0
CR_869,828,5000.0,60,Closed,Nothing,0.0,0.0,Client_828,53,Sportsman,Frankfurt,True,0.08,0.8,320.0
CR_870,871,25000.0,60,Default,Car,13815.47,55.26188,Client_871,43,Seller,Rottweil,True,0.06,0.4,600.0
CR_871,134,5000.0,36,Closed,Real Estate,4199.57,83.9914,Client_134,16,Director,Tuttlingen,False,0.012,0.2,12.000000000000002
CR_872,2,50000.0,36,Closed,Deposit,27985.54,55.97108000000001,Client_2,68,IT Specialist,Munich,True,0.02,0.2,200.0
